,id,authors,title,average_rating,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url
503,504,Francine Rivers,Redeeming Love,4.48,2949,4277,13328,33009,110074,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
504,505,"Tim LaHaye, Jerry B. Jenkins","Left Behind (Left Behind, #1)",3.81,12626,13163,31144,43391,64697,https://images.gr-assets.com/books/1406505054m/27523.jpg
505,506,Kiera Cass,"The One (The Selection, #3)",4.21,3322,9750,35942,72422,115603,https://images.gr-assets.com/books/1395612906m/18635016.jpg
506,507,Suzanne Collins,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",4.49,1015,2521,13438,42932,99854,https://images.gr-assets.com/books/1360094673m/7938275.jpg
507,508,Barbara Ehrenreich,Nickel and Dimed: On (Not) Getting By in America,3.6,10628,14572,40395,53783,38092,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
508,509,Sophie Kinsella,Remember Me?,3.76,3877,12970,52917,65379,47438,https://images.gr-assets.com/books/1276963901m/1358844.jpg
509,510,Robert Jordan,"The Great Hunt (Wheel of Time, #2)",4.2,1824,5059,25119,64494,76004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
510,511,Patricia Cornwell,"Postmortem (Kay Scarpetta, #1)",4.01,2760,6662,37396,66098,60129,https://images.gr-assets.com/books/1341835831m/6534.jpg
511,512,Edgar Allan Poe,The Complete Stories and Poems,4.37,1247,2923,19028,49902,87226,https://images.gr-assets.com/books/1327942676m/23919.jpg
512,513,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",The Hiding Place: The Triumphant True Story of Corrie Ten Boom,4.42,2958,3872,17731,44665,109496,https://images.gr-assets.com/books/1320418824m/561909.jpg
513,514,Arthur Conan Doyle,The Adventures of Sherlock Holmes,4.29,864,3047,24897,68111,88072,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
514,515,Pat Conroy,The Prince of Tides,4.22,2169,5408,24359,55122,78309,https://images.gr-assets.com/books/1320541074m/16735.jpg
515,516,Michael Chabon,The Amazing Adventures of Kavalier & Clay,4.17,2958,7191,22236,52498,71720,https://images.gr-assets.com/books/1479660066m/3985.jpg
516,517,Simone Elkeles,"Perfect Chemistry (Perfect Chemistry, #1)",4.07,6422,11998,35815,57351,93422,https://images.gr-assets.com/books/1439792475m/4268157.jpg
517,518,"J.M. Barrie, Michael Hague",Peter Pan,4.1,2488,8076,38675,65507,81613,https://images.gr-assets.com/books/1337714526m/34268.jpg
518,519,Scott Westerfeld,"Pretties (Uglies, #2)",3.85,3808,13664,52192,72804,61287,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
519,520,"Haruki Murakami, Jay Rubin",The Wind-Up Bird Chronicle,4.17,2022,6154,23828,57956,69745,https://images.gr-assets.com/books/1327872639m/11275.jpg
520,521,Michael Connelly,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",4.14,1136,3767,27768,67204,60849,https://images.gr-assets.com/books/1370140049m/79885.jpg
521,522,David Mitchell,Cloud Atlas,4.01,5442,10645,28665,58983,68504,https://images.gr-assets.com/books/1406383769m/49628.jpg
522,523,Tim O'Brien,The Things They Carried,4.12,2623,7845,30102,65204,75385,https://images.gr-assets.com/books/1424663847m/133518.jpg
524,525,Lauren Oliver,"Pandemonium (Delirium, #2)",4.07,3024,8570,35845,69351,74854,https://images.gr-assets.com/books/1310371414m/9593911.jpg
525,526,Jeff Lindsay,"Darkly Dreaming Dexter (Dexter, #1)",3.89,4689,10180,35941,53459,53593,https://images.gr-assets.com/books/1334404607m/17231.jpg
526,527,Charlaine Harris,"Living Dead in Dallas (Sookie Stackhouse, #2)",3.97,1576,8771,50217,81598,67176,https://images.gr-assets.com/books/1329501808m/110494.jpg
527,528,Robert Jordan,"The Dragon Reborn (Wheel of Time, #3)",4.23,1667,4474,23895,59113,75634,https://images.gr-assets.com/books/1480096580m/34897.jpg
528,529,"Jonathan Swift, Robert DeMaria Jr.",Gulliver's Travels,3.55,5995,19839,63680,61509,37276,https://images.gr-assets.com/books/1427829692m/7733.jpg
529,530,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",Much Ado About Nothing,4.06,2305,7837,37688,66480,71392,https://images.gr-assets.com/books/1327885569m/12957.jpg
530,531,"Unknown, Seamus Heaney",Beowulf,3.42,12256,25619,56758,51660,37894,https://images.gr-assets.com/books/1327878125m/52357.jpg
531,532,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",Batman: Year One,4.23,3392,4611,19732,47742,72969,https://images.gr-assets.com/books/1327940389m/59980.jpg
532,533,Harper Lee,Go Set a Watchman,3.31,8284,26200,58810,48468,23066,https://images.gr-assets.com/books/1451442088m/24817626.jpg
533,534,David Sedaris,When You Are Engulfed in Flames,4.04,1847,5695,30933,63930,54571,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
534,535,Laini Taylor,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",4.04,7073,12325,38879,76179,94359,https://images.gr-assets.com/books/1461353773m/8490112.jpg
535,536,Victoria Aveyard,"Red Queen (Red Queen, #1)",4.08,7454,14867,48254,95303,123862,https://images.gr-assets.com/books/1411472322m/17878931.jpg
536,537,Charles Duhigg,The Power of Habit: Why We Do What We Do in Life and Business,4.03,3239,6918,33079,66044,60989,https://images.gr-assets.com/books/1366758683m/12609433.jpg
537,538,John Berendt,Midnight in the Garden of Good and Evil,3.9,2332,9145,42827,70546,50831,https://images.gr-assets.com/books/1427166915m/386187.jpg
538,539,Colleen Hoover,"Hopeless (Hopeless, #1)",4.34,3520,6597,23251,56888,117521,https://images.gr-assets.com/books/1353489892m/15717943.jpg
539,540,"Frances Hodgson Burnett, Nancy Bond",A Little Princess,4.2,2653,6227,35428,73488,98037,https://images.gr-assets.com/books/1327868556m/3008.jpg
540,541,Sarah Dessen,The Truth About Forever,4.13,2686,7512,33156,59958,80385,https://images.gr-assets.com/books/1362767907m/51737.jpg
541,542,C.S. Lewis,"The Horse and His Boy (Chronicles of Narnia, #5)",3.9,2752,13751,54684,68114,69879,https://images.gr-assets.com/books/1388210968m/84119.jpg
542,543,Richelle Mead,"Last Sacrifice (Vampire Academy, #6)",4.42,2797,5330,21948,54440,133137,https://images.gr-assets.com/books/1319850978m/6527740.jpg
543,544,"Laura Ingalls Wilder, Garth Williams","Little House on the Prairie (Little House, #2)",4.18,3278,7217,33528,61997,94849,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
544,545,"Margery Williams Bianco, William   Nicholson",The Velveteen Rabbit,4.29,2438,5354,26752,52991,99151,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
545,546,Robert M. Pirsig,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,3.76,6589,14196,36227,49874,47106,https://images.gr-assets.com/books/1410136019m/629.jpg
546,547,"H.G. Wells, Arthur C. Clarke",The War of the Worlds,3.8,2843,11418,51466,69720,45990,https://images.gr-assets.com/books/1320391644m/8909.jpg
547,548,Sara Shepard,"Pretty Little Liars (Pretty Little Liars, #1)",3.9,5743,12397,37519,47724,62453,https://images.gr-assets.com/books/1377830522m/162085.jpg
548,549,Don Freeman,Corduroy,4.28,1966,5326,25357,42664,87024,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
549,550,Michael Pollan,The Omnivore's Dilemma: A Natural History of Four Meals,4.17,1566,4451,22055,58252,61340,https://images.gr-assets.com/books/1393804353m/3109.jpg
550,551,Kate Atkinson,Life After Life,3.74,6855,13811,36514,57917,43564,https://images.gr-assets.com/books/1358173808m/15790842.jpg
551,552,Nicholas Sparks,The Rescue,4.1,1692,5815,30135,49684,61044,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
552,553,Stephen King,Needful Things,3.87,2175,10254,42898,57042,49389,https://images.gr-assets.com/books/1315767817m/107291.jpg
553,554,Diana Gabaldon,"Voyager (Outlander, #3)",4.38,827,3030,21397,59170,99784,https://images.gr-assets.com/books/1483278195m/10987.jpg
554,555,"Kenneth Branagh, William Shakespeare","Hamlet: Screenplay, Introduction And Film Diary",4.12,1788,6304,30594,50942,67245,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
555,556,Stephen King,Cujo,3.65,4096,16130,54393,52708,39717,https://images.gr-assets.com/books/1394208144m/10603.jpg
556,557,Jeffrey Eugenides,The Virgin Suicides,3.83,3780,12486,44781,67480,50663,https://images.gr-assets.com/books/1319032910m/10956.jpg
557,558,Charlaine Harris,"Dead to the World (Sookie Stackhouse, #4)",4.13,1638,5933,39853,78663,84118,https://images.gr-assets.com/books/1468561630m/140077.jpg
558,559,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",Tess of the D'Urbervilles,3.77,8364,16185,44317,64689,57110,https://images.gr-assets.com/books/1497218117m/32261.jpg
559,560,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",Madame Bovary,3.64,7682,18771,51707,62328,46065,https://images.gr-assets.com/books/1335676143m/2175.jpg
560,561,"Norton Juster, Jules Feiffer",The Phantom Tollbooth,4.22,2848,6922,27918,56237,91467,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
561,562,Brandon Sanderson,"The Way of Kings (The Stormlight Archive, #1)",4.64,1085,1827,7661,33962,119942,https://images.gr-assets.com/books/1388184640m/7235533.jpg
562,563,Charlaine Harris,"Club Dead (Sookie Stackhouse, #3)",4.03,1179,6594,44594,78129,67062,https://images.gr-assets.com/books/1329501590m/140082.jpg
563,564,Ned Vizzini,It's Kind of a Funny Story,4.14,2018,6246,28680,58548,70221,https://images.gr-assets.com/books/1420629730m/248704.jpg
564,565,Brandon Sanderson,"The Well of Ascension (Mistborn, #2)",4.35,534,2630,18661,63880,85697,https://images.gr-assets.com/books/1480717596m/68429.jpg
565,566,Jojo Moyes,"After You (Me Before You, #2)",3.7,2923,12992,53847,69425,36345,https://images.gr-assets.com/books/1429029729m/25041504.jpg
566,567,Vanessa Diffenbaugh,The Language of Flowers,4.07,1464,5500,28409,69343,54952,https://images.gr-assets.com/books/1333577674m/10032672.jpg
567,568,"Frank Miller, Klaus Janson, Lynn Varley","Batman: The Dark Knight Returns (The Dark Knight Saga, #1)",4.25,3353,5104,18631,42654,74607,https://images.gr-assets.com/books/1327892039m/59960.jpg
568,569,James Patterson,"The Angel Experiment (Maximum Ride, #1)",4.08,4747,9858,32564,54067,81799,https://images.gr-assets.com/books/1339277875m/13152.jpg
569,570,Nick Hornby,High Fidelity,3.94,1587,6973,34435,63435,44499,https://images.gr-assets.com/books/1327928082m/285092.jpg
570,571,Nicholas Sparks,The Guardian,4.14,1867,5499,26372,45789,63357,https://images.gr-assets.com/books/1388195339m/15925.jpg
571,572,Margaret Atwood,"Oryx and Crake (MaddAddam, #1)",4.0,3548,8557,31794,64097,59181,https://images.gr-assets.com/books/1494109986m/46756.jpg
572,573,John Gray,"Men Are from Mars, Women Are from Venus",3.52,8235,15283,38147,36751,31104,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
573,574,Anthony Bourdain,Kitchen Confidential: Adventures in the Culinary Underbelly,4.0,1668,5600,30364,61600,46701,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
574,575,Michael Crichton,Timeline,3.83,2738,11205,41822,57567,45081,https://images.gr-assets.com/books/1405420745m/7669.jpg
575,576,Voltaire,Candide,3.76,4906,14285,45693,59709,47024,https://images.gr-assets.com/books/1345060082m/19380.jpg
576,577,Natalie Babbitt,Tuck Everlasting,3.85,3823,12462,46988,64213,56570,https://images.gr-assets.com/books/1445184695m/84981.jpg
577,578,"Stephen King, Marie Milpois",Christine,3.72,3156,14024,48479,49499,42506,https://images.gr-assets.com/books/1327270815m/10629.jpg
578,579,P.D. Eastman,Are You My Mother?,4.16,3986,8065,31523,45916,88319,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
580,581,Marissa Meyer,"Scarlet (The Lunar Chronicles, #2)",4.3,1250,3669,25696,81461,100934,https://images.gr-assets.com/books/1470056982m/13206760.jpg
581,582,Robert T. Kiyosaki,"Rich Dad, Poor Dad",3.95,5093,11346,35831,57062,64572,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
582,583,Becca Fitzpatrick,"Silence (Hush, Hush, #3)",4.16,4217,9307,32161,55811,95842,https://images.gr-assets.com/books/1362408152m/10637766.jpg
583,584,Lev Grossman,The Magicians (The Magicians #1),3.47,10045,21851,47087,52810,33816,https://images.gr-assets.com/books/1313772941m/6101718.jpg
584,585,"Tsugumi Ohba, Takeshi Obata","Death Note, Vol. 1: Boredom (Death Note, #1)",4.42,2040,3448,14453,34728,86426,https://images.gr-assets.com/books/1419952134m/13615.jpg
585,586,Libba Bray,"A Great and Terrible Beauty (Gemma Doyle, #1)",3.79,6620,16645,44166,56502,58174,https://images.gr-assets.com/books/1284558475m/3682.jpg
586,587,Jonathan Safran Foer,Everything Is Illuminated,3.9,4169,10063,30365,51579,48136,https://images.gr-assets.com/books/1479774440m/256566.jpg
587,588,Robert Ludlum,"The Bourne Supremacy (Jason Bourne, #2)",4.09,1623,4638,27003,57766,54776,https://images.gr-assets.com/books/1335860600m/15769.jpg
588,589,Tammara Webber,"Easy (Contours of the Heart, #1)",4.11,4496,8142,31038,64085,82100,https://images.gr-assets.com/books/1349370267m/16056408.jpg
589,590,"Charles Dickens, Jeremy Tambling",David Copperfield,3.96,3426,9508,35753,56963,58750,https://images.gr-assets.com/books/1461452762m/58696.jpg
590,591,"Sherman Alexie, Ellen Forney",The Absolutely True Diary of a Part-Time Indian,4.11,3502,7316,26704,62780,71190,https://images.gr-assets.com/books/1327908992m/693208.jpg
591,592,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",The Master and Margarita,4.32,2428,5647,18910,42164,87631,https://images.gr-assets.com/books/1327867963m/117833.jpg
592,593,Ursula K. Le Guin,"A Wizard of Earthsea (Earthsea Cycle, #1)",3.99,3253,9210,34737,58618,61240,https://images.gr-assets.com/books/1353424536m/13642.jpg
593,594,"Kate DiCamillo, Chris Sheban",Because of Winn-Dixie,4.0,2076,8308,36097,54057,58537,https://images.gr-assets.com/books/1456871914m/357664.jpg
594,595,John Knowles,A Separate Peace,3.56,8518,18503,45480,53424,36478,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
595,596,John Grisham,The Rainmaker,3.91,986,6288,38331,55983,41203,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
596,597,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",Don Quixote,3.85,4667,12289,38171,50811,53315,https://images.gr-assets.com/books/1364958765m/3836.jpg
597,598,Robin Hobb,"Assassin's Apprentice (Farseer Trilogy, #1)",4.14,2462,6103,25949,59803,68165,https://images.gr-assets.com/books/1320339497m/45107.jpg
598,599,Douglas Adams,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",4.22,700,3728,27009,66783,74145,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
599,600,Lauren Kate,"Torment (Fallen, #2)",3.89,5367,14327,41971,52983,66736,https://images.gr-assets.com/books/1362339749m/7740152.jpg
600,601,Beatrix Potter,The Tale of Peter Rabbit,4.17,2294,6298,30659,48594,77625,https://images.gr-assets.com/books/1485118382m/19321.jpg
601,602,"C.S. Lewis, Pauline Baynes","The Silver Chair (Chronicles of Narnia, #4)",3.95,1580,9479,47180,65697,61412,https://images.gr-assets.com/books/1336139237m/65641.jpg
602,603,Brandon Sanderson,"The Hero of Ages (Mistborn, #3)",4.46,596,2257,14291,49628,94313,https://images.gr-assets.com/books/1480717763m/2767793.jpg
603,604,Susanna Kaysen,"Girl, Interrupted",3.9,1827,8242,38968,56689,45450,https://images.gr-assets.com/books/1475482930m/68783.jpg
604,605,Chelsea Handler,"Are You There, Vodka? It's Me, Chelsea",3.85,3901,9551,32729,46450,43103,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
605,606,"Richard Bach, Russell Munson",Jonathan Livingston Seagull,3.8,6169,13796,34951,44689,51162,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
606,607,Cassandra Clare,"City of Heavenly Fire (The Mortal Instruments, #6)",4.48,1683,4287,18763,49304,129288,https://images.gr-assets.com/books/1460477794m/8755785.jpg
607,608,"Robert Munsch, Sheila McGraw",Love You Forever,4.34,5949,6288,16941,29626,103203,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
608,609,Stephen King,Cell,3.64,5563,16309,44687,47447,39144,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
609,610,Daniel James Brown,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,4.32,2292,3772,15002,43457,74605,https://images.gr-assets.com/books/1354683116m/16158542.jpg
610,611,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",The Silmarillion (Middle-Earth Universe),3.87,4943,13613,36498,47548,58149,https://images.gr-assets.com/books/1336502583m/7332.jpg
611,612,Stephen King,"The Drawing of the Three (The Dark Tower, #2)",4.23,1062,4303,22908,59055,70185,https://images.gr-assets.com/books/1370918050m/5094.jpg
612,613,Kate Morton,The Forgotten Garden,4.12,1501,5098,26557,63709,60223,https://images.gr-assets.com/books/1455283767m/3407877.jpg
613,614,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",The Trial,3.98,3539,9051,31198,58123,57359,https://images.gr-assets.com/books/1320399438m/17690.jpg
614,615,Sarah Dessen,This Lullaby,4.03,2714,8175,32346,49750,62122,https://images.gr-assets.com/books/1397779294m/22205.jpg
615,616,Jodi Picoult,Plain Truth,3.97,1123,5518,32571,57131,42471,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
616,617,Piper Kerman,Orange Is the New Black,3.7,3322,11023,43493,57605,31425,https://images.gr-assets.com/books/1320520714m/6314763.jpg
617,618,"Arthur Conan Doyle, Anne Perry",The Hound of the Baskervilles,4.09,1098,5204,35369,71857,65035,https://images.gr-assets.com/books/1355929358m/8921.jpg
618,619,Daniel Kahneman,"Thinking, Fast and Slow",4.08,3714,7025,25687,49723,63122,https://images.gr-assets.com/books/1317793965m/11468377.jpg
619,620,Marion Zimmer Bradley,"The Mists of Avalon (Avalon, #1)",4.12,3469,7966,27551,51373,72972,https://images.gr-assets.com/books/1388857089m/402045.jpg
620,621,Judy Blume,"Are You There God? It's Me, Margaret",3.89,3588,10014,40314,55092,53075,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
621,622,Nicholas Sparks,Nights in Rodanthe,3.82,3102,10605,36852,42686,43262,https://images.gr-assets.com/books/1328145638m/15926.jpg
622,623,Stephen King,"Mr. Mercedes (Bill Hodges Trilogy, #1)",3.92,3242,7332,32479,60965,44473,https://images.gr-assets.com/books/1468705326m/18775247.jpg
623,624,Charlaine Harris,"All Together Dead (Sookie Stackhouse, #7)",4.05,1127,5785,37956,66515,62271,https://images.gr-assets.com/books/1417964062m/140075.jpg
624,625,Chris Bohjalian,Midwives,3.97,1317,5372,30829,57029,40987,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
625,626,Chris Van Allsburg,The Polar Express,4.29,2857,6268,23676,42383,93663,https://images.gr-assets.com/books/1356707942m/420282.jpg
626,627,"Jon Scieszka, Lane Smith",The True Story of the 3 Little Pigs,4.29,1449,4217,21301,40806,76320,https://images.gr-assets.com/books/1327884731m/125507.jpg
627,628,Tom Clancy,"Patriot Games (Jack Ryan Universe, #2)",4.11,1351,3943,27548,58440,54919,https://images.gr-assets.com/books/1328007145m/32682.jpg
628,629,"Paulo Coelho, Margaret Jull Costa",Veronika Decides to Die,3.69,5217,12725,35174,43885,35190,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
629,630,"Sheryl Sandberg, Nell Scovell","Lean In: Women, Work, and the Will to Lead",3.94,3688,7487,30825,55784,47547,https://images.gr-assets.com/books/1364250803m/16071764.jpg
630,631,Charlaine Harris,"Dead as a Doornail (Sookie Stackhouse, #5)",4.01,969,6113,42398,69792,59884,https://images.gr-assets.com/books/1468562419m/170210.jpg
631,632,Tahereh Mafi,"Shatter Me (Shatter Me, #1)",4.01,7715,12475,34344,61578,84188,https://images.gr-assets.com/books/1310649047m/10429045.jpg
632,633,Robert A. Heinlein,Starship Troopers,3.99,2062,7314,31597,53591,51322,https://images.gr-assets.com/books/1406457252m/17214.jpg
633,634,Sophie Kinsella,I've Got Your Number,3.93,3523,8046,34351,58073,50520,https://images.gr-assets.com/books/1327956732m/12033455.jpg
634,635,"Jostein Gaarder, Paulette Møller",Sophie's World,3.88,3975,9949,32355,50286,46828,https://images.gr-assets.com/books/1343459906m/10959.jpg
635,636,Mark Cotta Vaz,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)",4.3,2655,6588,29411,42475,107145,https://images.gr-assets.com/books/1327904795m/11260526.jpg
636,637,Ray Bradbury,The Martian Chronicles,4.12,1666,5808,28385,56556,63913,https://images.gr-assets.com/books/1374049948m/76778.jpg
637,638,Jennifer Egan,A Visit from the Goon Squad,3.64,6060,14855,36024,48972,33833,https://images.gr-assets.com/books/1356844046m/7331435.jpg
638,639,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",Heidi,3.97,2236,8362,37291,50838,55942,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
639,640,Michael Crichton,Prey,3.72,2481,11391,40947,48338,33150,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
640,641,C.S. Lewis,"The Last Battle (Chronicles of Narnia, #7)",4.02,3501,10243,35440,54778,70679,https://images.gr-assets.com/books/1308814830m/84369.jpg
641,642,Ken Follett,"World Without End (The Kingsbridge Series, #2)",4.23,1212,4241,20508,53074,66257,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
642,643,"P.C. Cast, Kristin Cast","Chosen (House of Night, #3)",3.9,5974,14466,42946,53682,71482,https://images.gr-assets.com/books/1393192825m/1326258.jpg
643,644,Colleen Hoover,"Slammed (Slammed, #1)",4.29,2888,5837,22249,51947,93245,https://images.gr-assets.com/books/1328530463m/13372690.jpg
644,645,Alex Flinn,"Beastly (Beastly, #1; Kendra Chronicles, #1)",3.84,4103,12836,39399,48089,52661,https://images.gr-assets.com/books/1334260193m/544891.jpg
645,646,"Geoffrey Chaucer, Nevill Coghill",The Canterbury Tales,3.48,6795,19618,52875,48893,30480,https://images.gr-assets.com/books/1261208589m/2696.jpg
646,647,Emily Giffin,Baby Proof,3.71,3042,10434,39728,44093,32028,https://images.gr-assets.com/books/1361466583m/42149.jpg
647,648,Christopher Paolini,"Inheritance (The Inheritance Cycle, #4)",4.08,3498,9379,28585,50380,70875,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
648,649,"Haruki Murakami, Jay Rubin, Philip Gabriel",1Q84,3.89,3934,9901,28881,51416,44559,https://images.gr-assets.com/books/1483103331m/10357575.jpg
649,650,Harriet Beecher Stowe,Uncle Tom's Cabin,3.83,3732,11754,39559,52344,48170,https://images.gr-assets.com/books/1414349231m/46787.jpg
650,651,"Gaston Leroux, Alexander Teixeira de Mattos",The Phantom of the Opera,3.97,2451,8945,35912,51572,56799,https://images.gr-assets.com/books/1327867727m/480204.jpg
651,652,Charlaine Harris,"Definitely Dead (Sookie Stackhouse, #6)",4.02,1028,6116,40058,66966,58787,https://images.gr-assets.com/books/1468562748m/140079.jpg
652,653,"José Saramago, Giovanni Pontiero",Blindness,4.08,2960,6745,21616,47839,54097,https://images.gr-assets.com/books/1327866409m/2526.jpg
653,654,Jonathan Franzen,Freedom,3.73,6143,11728,29502,47828,35481,https://images.gr-assets.com/books/1316729686m/7905092.jpg
654,655,Ally Condie,"Crossed (Matched, #2)",3.52,6581,22713,57856,55935,36499,https://images.gr-assets.com/books/1374335939m/15812814.jpg
655,656,Ally Carter,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",3.82,6407,13220,37418,45880,54960,https://images.gr-assets.com/books/1334491180m/852470.jpg
656,657,Aravind Adiga,The White Tiger,3.71,2934,9631,34919,51398,26750,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
657,658,Jonathan Franzen,The Corrections,3.78,6684,10960,27173,46440,40014,https://images.gr-assets.com/books/1355011305m/3805.jpg
658,659,Barack Obama,Dreams from My Father: A Story of Race and Inheritance,3.81,6777,7212,30921,50809,39875,https://images.gr-assets.com/books/1352340675m/88061.jpg
659,660,Michael Crichton,Congo,3.55,2910,13893,48006,45059,24554,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
660,661,"Judith Viorst, Ray Cruz","Alexander and the Terrible, Horrible, No Good, Very Bad Day",4.22,2443,5423,23838,40774,74569,https://images.gr-assets.com/books/1405259744m/46677.jpg
661,662,Jhumpa Lahiri,Interpreter of Maladies,4.12,860,4045,21705,50880,47572,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
662,663,Howard Zinn,A People's History of the United States,4.07,6435,6926,21522,42751,64692,https://images.gr-assets.com/books/1494279423m/2767.jpg
663,664,Truman Capote,Breakfast at Tiffany's,3.89,1953,8353,40016,62437,45767,https://images.gr-assets.com/books/1477015353m/251688.jpg
664,665,Justin Cronin,"The Passage (The Passage, #1)",4.04,3522,7867,24461,53735,56187,https://images.gr-assets.com/books/1327874267m/6690798.jpg
665,666,Neil Gaiman,Anansi Boys,4.0,1219,5671,32195,66653,47727,https://images.gr-assets.com/books/1479778049m/2744.jpg
666,667,Sarah Dessen,Along for the Ride,4.08,2588,7073,30314,52171,64184,https://images.gr-assets.com/books/1479692098m/5664985.jpg
667,668,Celeste Ng,Everything I Never Told You,3.78,2352,8110,36543,57858,29687,https://images.gr-assets.com/books/1386795198m/18693763.jpg
668,669,"Isabel Allende, Magda Bogin",The House of the Spirits,4.2,1380,4506,21376,50822,62255,https://images.gr-assets.com/books/1358615501m/9328.jpg
669,670,Stephen King,The Dead Zone,3.9,1371,7164,37094,52341,41416,https://images.gr-assets.com/books/1283509622m/11573.jpg
670,671,"Agatha Christie, Ροζίτα Σώκου","The Mysterious Affair at Styles (Hercule Poirot, #1)",3.98,3132,5501,33269,55831,50884,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
671,672,Agatha Christie,"Murder on the Orient Express (Hercule Poirot, #10)",4.16,706,4027,30417,70825,67687,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
